S.No.,news_title,news_details,news_date,source_name,event,Political Bias,Social Bias,Comment
293,कैमरे पर भगवा स्कार्फ ले जाने को कहता दिखा एक हिंदू संगठन,आज सुबह उडुपी एक और कॉलेज में विरोध प्रदर्शन कर रहे छात्रों के दोनों गुट आमने-सामने आ गए. कुछ दर्जनभर छात्र- छात्राओं ने भगवा स्कॉर्फ पहन रखे थे तो कुछ ने हिजाब  पहन रखे थे. तनाव के बीच मौके पर पुलिस को लाठी और दंगा रोधी उपकरणों के साथ देगा गया. जिन्होंने भगवा स्कार्फ पहन रखे थे उन्हें कॉलेज में प्रवेश करने दिया गया जबकि हिजाब पहने एक युवती गेट के बाहर रह गई. विरोध प्रदर्शन में उसने कहा कि यह भेद-भाव है.,"मंगलवार फ़रवरी 8, 2022 02:56 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,
294,"कर्नाटक हिजाब बनाम भगवा विवाद: कोर्ट में सुनवाई से पहले बड़ा प्रदर्शन, दोनों पक्षों के तेज़ विरोध से बढ़ा तनाव",कर्नाटक हिजाब बनाम भगवा विवाद: कर्नाटक के कॉलेजों  में हिजाब पहनने और भगवा पट्टा डालने के मुद्दे पर सांप्रदायिक विवाद बढ़ गया है. कर्नाटक उच्च न्यायालय  में आज होनी है मामले की सुनवाई.,"मंगलवार फ़रवरी 8, 2022 11:34 AM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
295,"कर्नाटक में हिजाब पहनी छात्राओं को अलग क्लासरूम में बैठाया गया, लेकिन पढ़ाया नहीं","वाइस प्रिंसिपल उषा देवी ने कहा कि हमने छात्राओं को घर वापस भेज दिया. हमने उन्हें हिजाब के बिना कक्षाओं में प्रवेश करने की सलाह दी थी. उन्होंने मना कर दिया इसलिए उन्हें जाने के लिए कहा. हमने उनसे हाईकोर्ट के आदेश की प्रतीक्षा करने का अनुरोध किया है."" .","सोमवार फ़रवरी 7, 2022 03:30 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,
296,कर्नाटक में 'हिजाब विवाद' के बीच कॉलेज के पास 'घातक हथियार' ले जा रहे दो व्यक्ति अरेस्ट,"कर्नाटक में स्कूलों और कॉलेजों में मुस्लिम लड़कियों द्वारा पहने जाने वाले हिजाब या हेडस्कार्फ़ पर जारी विवाद के बीच शनिवार को हिंदू छात्रों का 1 मार्च निकला जिसमें वे भगवा स्कार्फ पहने थे और नारे लगाते हुए चल रहे थे. इस घटना ने राज्य सरकार को ""समानता, अखंडता और सार्वजनिक व्यवस्था को बिगाड़ने वाले"" कपड़ों पर प्रतिबंध लगाने के लिए प्रेरित किया.","रविवार फ़रवरी 13, 2022 11:01 AM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
297,"कर्नाटक : हिजाब विवाद पर बोले मंत्री, ''वर्दी न पहनने वाली छात्राएं अन्य विकल्प तलाश सकती हैं''","बोम्मई सरकार ने शनिवार को एक परिपत्र जारी करते हुए उन कपड़ों पर प्रतिबंध लगा दिया था जो राज्य के शैक्षणिक संस्थानों में शांति, सौहार्द्र और कानून एवं व्यवस्था को बाधित करते हो.","सोमवार फ़रवरी 7, 2022 12:02 AM IST",NDTV News,Hijab Controversy,,Anti Muslim,
298,"हिजाब बनाम भगवा स्कार्फ : कर्नाटक में ""कानून व्यवस्था बिगाड़ने वाले कपड़ों"" पर लगाया गया प्रतिबंध","कर्नाटक में स्कूलों और कॉलेजों में मुस्लिम लड़कियों द्वारा पहने जाने वाले हिजाब या हेडस्कार्फ़ पर जारी विवाद के बीच शनिवार को हिंदू छात्रों का एक मार्च निकला जिसमें वे भगवा स्कार्फ पहने थे और नारे लगाते हुए चल रहे थे. इस घटना ने राज्य सरकार को ""समानता, अखंडता और सार्वजनिक व्यवस्था को बिगाड़ने वाले"" कपड़ों पर प्रतिबंध लगाने के लिए प्रेरित किया.","शनिवार फ़रवरी 5, 2022 10:56 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,"""कानून व्यवस्था dono ne bigadi"
299,कर्नाटक में हिजाब को लेकर विवाद के बीच भगवा स्कार्फ में कॉलेज पहुंचे छात्र,"कर्नाटक में कुछ मुस्लिम लड़कियों द्वारा हिजाब पहनकर कक्षाओं में उपस्थ‍ित होने देने की मांग को लेकर विरोध के बीच, छात्रों के एक समूह ने फिर से भगवा स्कार्फ पहनकर अपने कॉलेज तक मार्च किया.","शनिवार फ़रवरी 5, 2022 05:43 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,
300,"""हम भारत की बेटियों का भविष्‍य छीन रहे हैं, मां सरस्‍वती ज्ञान दें"": हिजाब विवाद पर राहुल गांधी ","राहुल गांधी ने बसंत पंचमी पर सरस्‍वती पूजा हैशटैग के साथ ट्वीट किया है. उन्‍होंने लिखा, ""छात्राओं के हिजाब को उनकी शिक्षा के आड़े आने देकर हम भारत की बेटियों का भविष्‍य छीन रहे हैं, मां सरस्‍वती सभी को ज्ञान दें. वह भेद नहीं करती.""","शनिवार फ़रवरी 5, 2022 11:45 AM IST",NDTV News,Hijab Controversy,Anti BJP,Pro Muslim,
301,"कर्नाटक के कई कॉलेजों में फैला हिजाब का विरोध, छात्राओं के समर्थन में उतरे छात्र",18 से 20 साल के बीच के सभी छात्र-छात्राओं ने यह जानने की मांग की कि प्रशासन ने हिजाब पर प्रतिबंध क्यों लगाया जबकि नियम इसकी अनुमति देते हैं.,"शनिवार फ़रवरी 5, 2022 11:22 AM IST",NDTV News,Hijab Controversy,,Pro Muslim,
302,फुटबॉल खेल रही महिला का हिजाब खुला तो विरोधी खिलाड़ियों ने किया ऐसा... देखें वीडियो,जॉर्डन में एक फुटबॉल मैच के दौरान एक महिला फुटबॉलर का हिजाब खुल गया. जिसके बाद दूसरी टीम की महिला खिलाड़ी घेरा बनाकर खड़ी हो गईं और हिजाबी फुटबॉलर को प्रोटेक्ट किया.,"सोमवार अक्टूबर 21, 2019 10:12 AM IST",NDTV News,Hijab Controversy,,Pro Muslim,Title not giving anything in this
303,"जामिया की छात्रा का आरोप, हिजाब पहनने की वजह से परीक्षा देने से रोका",जामिया मिलिया इस्लामिया की एक छात्रा ने आरोप लगाया है कि जब वह बृहस्पतिवार को यूजीसी-नेट परीक्षा में शामिल होने पहुंची तो हिजाब पहनने की वजह से उसे परीक्षा में बैठने नहीं दिया गया. एमबीए की छात्रा उम्मैया खान का दावा है कि जब वह रोहिणी इलाके में बने परीक्षा केंद्र पर पहुंचीं तो उससे कहा गया कि वह अपना हिजाब उतार दे.,"रविवार दिसम्बर 23, 2018 02:50 AM IST",NDTV News,Hijab Controversy,,Anti Muslim,
304,"ये हैं हिजाब वाली बॉडीबिल्‍डर मुस्लिम लड़की, रिंग में देखकर सभी के छूट जाते हैं पसीने",मजीजिया जब भी हिजाब पहनकर रिंग में उतरती हैं हर कोई उन्‍हें देखता रह जाता है.,"सोमवार सितम्बर 10, 2018 02:08 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
305,हिजाब वाली बॉडीबिल्डर का दर्दः मुस्लिम महिला होने की वजह से कभी-कभी नहीं मिलते हैं प्रायोजक,"बॉडीबिल्डर मजीजिया भानु ने कहा, ""यात्रा के लिए फंड की जरूरत थी. मैंने कुछ दरवाजों पर दस्तक दी और आखिरकार प्रबंध करने में कामयाब रही. कुछ शुभचिंतकों ने मेरी यात्रा को प्रायोजित किया है. कभी-कभी, जब मैं प्रायोजक ढूंढ़ती तो मुझे अहसास होता कि कोई मुझे प्रायोजित करना नहीं चाहता, क्योंकि मैं एक मुस्लिम महिला हूं.","सोमवार सितम्बर 10, 2018 08:53 AM IST",NDTV News,Hijab Controversy,,Pro Muslim,
306,हिजाब विवाद: कॉलेज ने कहा-छात्राओं को ड्रेस कोड का पालन करना होगा,"छात्राओं को तीन दिन के भीतर अपने माता - पिता की मौजूदगी में लिखित में स्पष्टीकरण देने के लिए कहा गया है. जसविना ने कहा कि ड्रेस कोड के अनुसार , कार्य समय के दौरान कॉलेज परिसर में कॉलेज द्वारा निर्धारित पोशाक के अलावा कोई भी अन्य ड्रेस पहनने की अनुमति नहीं दी जाएगी. उन्होंने बताया कि छात्राओं को इन नियमों के आधार पर ही दाखिला दिया जाता है.","शुक्रवार जून 29, 2018 10:15 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,
307,"हिजाब पहनकर बॉडीबिल्डिंग करती है ये भारतीय महिला, जिम में इस तरह करती हैं कसरत",23 वर्षीय बॉडी बिल्डर मजीजिया भानू  केरल की पुरानी सोच को तोड़कर कुछ अलग रही हैं. वो हिजाब पहनकर बॉडीबिल्डिंग करती हैं.,"शनिवार मार्च 10, 2018 10:27 AM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
308,हिजाब पहनने से रोक लगाने के फैसले को लेकर भारतीय मूल की प्रिंसिपल को 'हिटलर' कहा गया,ब्रिटेन में एक प्रमुख स्कूल की भारतीय मूल की प्रिंसिपल ने कम उम्र की छात्राओं के हिजाब पहनने पर रोक लगाने का प्रयास किया. इसके बाद उन्हें सोशल मीडिया पर हिटलर करार दिया गया है.,"सोमवार जनवरी 29, 2018 12:14 AM IST",NDTV News,Hijab Controversy,,Pro Muslim,Britain
309,आलोचनाओं के बाद ब्रिटिश स्कूल ने हिजाब पर प्रतिबंध वापस लिया,ब्रिटेन के एक स्कूल ने बच्चियों के हिजाब पहनने पर लगाई रोक को लेकर चौतरफा आलोचना होने के बाद अपने इस फैसले को वापस ले लिया है.,"रविवार जनवरी 21, 2018 11:54 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,Britain
310,"हिजाब पहनकर तीन लड़कियों ने किया डांस, वायरल हुआ वीडियो",सोशल मडिया पर एक वीडियो वायरल हो रहा है. जिसमें केरल के मलप्पुरम शहर की सड़कों पर तीन लड़कियां डांस करती नजर आ रही हैं. जो ट्रोल हो गया है.,"मंगलवार दिसम्बर 5, 2017 08:50 AM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
311,"मैकडोनाल्ड में हिजाब के चलते नहीं लिया मुस्लिम लड़की का ऑर्डर, गार्ड सस्पेंड",रेस्तरां ने बाद में माफी मांगते हुए कहा कि उसने घटना में शामिल सुरक्षा गार्ड को निलंबित कर दिया है.,"रविवार दिसम्बर 3, 2017 02:29 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
312,"यूपी में मुस्लिम छात्रा को स्कूल का फरमान, स्कार्फ पहनकर मत आओ या फिर...","उत्तर प्रदेश में एक मिशनरी स्कूल की प्रिंसिपल ने एक मुस्लिम छात्रा को कथित रूप से एक फरमान जारी किया कि वह या तो स्कार्फ ना पहने या फिर किसी मुस्लिम संस्थान में दाखिला ले ले. घटना कोतवाली क्षेत्र के आनंद भवन मिशनरी स्कूल की है. हालांकि, इस मामले में स्थानीय प्रशासन ने जांच के आदेश दे दिये हैं.","शुक्रवार नवम्बर 24, 2017 09:30 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,
313,"अमेरिका में एक टीचर ने मुस्लिम स्टूडेंट का हिजाब खींचकर बोला, 'आपके बाल बहुत सुन्दर है'",वाशिंगटन पोस्ट की रिपोर्ट के अनुसार लेक ब्रेडडॉक हाई स्कूल में शिक्षक ने उस समय लड़की का हिजाब खींचा जब वह अपने दोस्तों के साथ बात कर रही थी. छात्रा ने ट्वीट किया कि मेरा हिजाब मेरे सिर से हटा दिया गया. इसके बाद टीचर ने कहा ओह आपके बाल बहुत सुन्दर है. इस घटना के बाद उसने अपने अभिभावकों से बात की और उन्होंने स्कूल और एक मस्जिद से संपर्क किया.,"रविवार नवम्बर 19, 2017 09:44 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,America
314,"ब्रिटेन में मुस्लिम महिला से मारपीट की गई, हिजाब खींचा गया",ब्रिटेन में इस्लामी चरमपंथियों द्वारा किए गए आतंकी हमले के बाद हो रही नस्ली नफरत से जुड़े अपराध (हेट क्राइम) की घटनाओं के बीच लंदन में इस तरह की एक और वारदात सामने आई है. यहां एक मुस्लिम महिला का कथित तौर पर हिजाब खींचा गया और उसके साथ मारपीट की गई.,"रविवार जुलाई 23, 2017 04:03 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,America
315,ब्रिटेन में मुस्लिम महिला को 'आतंकवादी जैसा दिखने वाला' काला हिजाब हटाने को कहा गया,ब्रिटेन में एक मुस्लिम महिला ने अपने नियोक्ताओं के खिलाफ ब्रिटेन ट्रिब्यूनल में धार्मिक भेदभाव की शिकायत दर्ज कराई है क्योंकि उन्होंने उसे 'आतंकवादी जैसा दिखने वाला' काला हिजाब हटाने का अदेश दिया था.,"सोमवार जून 26, 2017 12:31 AM IST",NDTV News,Hijab Controversy,,Anti Muslim,America
316,"ब्रिटेन में महिला के साथ दुर्व्‍यवहार, हिजाब खींचा",ब्रिटेन में आतंकवादी हमले के बाद घृणा अपराध अचानक बढ़ गए हैं और इसी के तहत एक मुस्लिम महिला को कथित तौर पर धक्का देकर सड़क पर गिराने और उसका हिजाब खींचने का मामला सामने आया है.,"सोमवार जून 12, 2017 12:49 AM IST",NDTV News,Hijab Controversy,,Anti Muslim,America
317,"केंद्र ने केरल उच्च न्यायालय से कहा, मुस्लिम छात्राएं हिजाब में दे सकती हैं AIIMS की प्रवेश परीक्षा लेकिन...",केंद्र और एम्स के वकील ने पीठ को बताया कि हिजाब पहनकर आने वाली छात्राओं को हालांकि परीक्षा शुरू होने से एक घंटा पहले रिपोर्ट करना होगा ताकि अनिवार्य शारीरिक सत्यापन समय पर किया जा सके.,"बुधवार मई 24, 2017 08:49 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
318,"अमेरिका में मुस्लिम लड़की पर लड़के ने थूका, हिजाब खींचने की कोशिश की",अमेरिका के एक स्कूल में 16 साल की मुस्लिम लड़की पर उसके एक सहपाठी ने थूका और गाली-गलौज की तथा उसका हिजाब भी खींचने का प्रयास किया. यह घटना न्यूयॉर्क शहर में जमैका इलाके के ‘हाई स्कूल फॉर लॉ एनफोर्समेंट एंड पब्लिक सेफ्टी’ की है.,"सोमवार मई 22, 2017 12:27 AM IST",NDTV News,Hijab Controversy,,Anti Muslim,America
319,"अमेरिका में हिजाब पहनने पर मुस्लिम महिला को बैंक से बाहर निकाला गया, वीडियो फेसबुक पर वायरल","जमीला ने कहा कि प्रतीक्षा करने के समय उन्होंने साइन बोर्ड के साथ उन दो पुरुषों का वीडियो बनाया, जिन्होंने टोपियां पहन रखीं थीं.","रविवार मई 14, 2017 05:59 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,America
320,"पापा, क्या मैं हिजाब पहनना बंद कर दूं? मिला दिल जीतने वाला जवाब","अक्सर मीडिया में सऊदी अरब की खबर आती है तो वह कट्टरता, क्रूरता और आतंकी गतिविधियों से जुड़ी होती है, लेकिन इस बार यहां से बाप-बेटी के बीतचीत से जुड़ी एक ऐसी खबर सोशल मीडिया में आई है जो शायद हर किसी का दिल जीत ले.","बुधवार अप्रैल 19, 2017 12:24 PM IST",NDTV News,Hijab Controversy,Neutral,Pro Muslim,
321,"मैडम हिजाब उतार लीजिए, आप हमारे लिए सेफ नहीं हैं, आपने बालों में कुछ छुपा रखा है...",वीडियो में एयरपोर्ट पर मौजूद सुरक्षाकर्मी एक मुस्लिम महिला पर हिजाब उतारने के लिए दबाव बना रहे हैं.,"रविवार अप्रैल 16, 2017 10:28 AM IST",NDTV News,Hijab Controversy,,Anti Muslim,
322,"हिजाब विवाद के बीच कर्नाटक सरकार ने कहा, कोर्ट का आदेश आने तक पहनावे से जुड़े मौजूदा नियमों का पालन करें",उडुपी के एक सरकारी महाविद्यालय में कुछ छात्राओं के हिजाब पहनने को लेकर विवाद शुरू हो गया है. एक अन्य घटना में कुंडापुर महाविद्यालय की हिजाब पहन कर आई मुस्लिम छात्राओं को प्राचार्य ने संस्थान के गेट पर ही रोक दिया. मुस्लिम लड़कियों के हिजाब पहनने के विरोध में कई हिंदू छात्र भगवा शॉल लेकर कॉलेज आए.,"शनिवार फ़रवरी 5, 2022 12:31 AM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
323,"कर्नाटक में हिजाब पर गहराता विवाद, विधानसभा चुनाव से पहले सांप्रदायिक धुव्रीकरण की तैयारी?","कर्नाटक के शिक्षा मंत्री बी सी नागेश ने कहा, ""मामला हाई कोर्ट में है. हमें अपना पक्ष रखना है. ऐसे में हमने मुख्यमंत्री को जानकारी दी है ताकि अदालत में सरकार अपनी बात ठीक ढंग से कह सके.""","शुक्रवार फ़रवरी 4, 2022 09:06 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
324,"कर्नाटक: एक और कॉलेज में हिजाब पहन कर छात्राओं को परिसर में जाने से रोका, वीडियो वायरल","अब तक, राज्य में नियम यह था कि छात्रों को कॉलेज में हिजाब पहनने की अनुमति थी, लेकिन उन्हें इसे कक्षा के अंदर हटाना होता था. उडुपी जिले के प्रभारी मंत्री एस अंगारा ने जिले में पत्रकारों से बात करते हुए कहा कि जब तक कोई फैसला नहीं हो जाता तब तक यथास्थिति बनाए रखी जानी चाहिए.","गुरुवार फ़रवरी 3, 2022 05:09 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
325,"छात्रा ने खटखटाया कर्नाटक उच्च न्यायालय का दरवाजा, कहा- हिजाब पहनकर कक्षा में बैठने की अनुमति दी जाए",उडुपी जिले स्थित एक सरकारी महिला कॉलेज की एक छात्रा ने कर्नाटक उच्च न्यायालय में रिट याचिका दायर करके कक्षा के भीतर हिजाब पहनने का अधिकार दिए जाने का अनुरोध किया है. छात्रा रेशम फारूक ने ये याचिका दायर की है. रेशम का प्रतिनिधित्व उसके भाई मुबारक फारूक ने किया. याचिकाकर्ता ने कहा है कि छात्राओं को हिजाब पहनने का अधिकार संविधान के अनुच्छेद 14 और 25 के तहत दिया गया मौलिक अधिकार है और इस्लाम के तहत ये एक आवश्यक प्रथा है.,"बुधवार फ़रवरी 2, 2022 11:27 AM IST",NDTV News,Hijab Controversy,,Pro Muslim,
326,"उडुपी हिजाब विवादः छात्राएं ‘हिजाब’ पहनकर कक्षा में नहीं कर सकेंगी प्रवेश, कॉलेज प्रशासन का फैसला",कर्नाटक के उडुपी स्थित सरकारी महिला पीयू कॉलेज ने स्पष्ट तौर पर सूचित कर दिया है कि छात्राओं को ‘हिजाब’ पहनकर कक्षा में घुसने की अनुमति नहीं होगी. उडुपी के विधायक एवं कॉलेज विकास प्राधिकार के अध्यक्ष के. रघुपति भट ने विरोध प्रदर्शन कर रही पांच में से चार छात्राओं के साथ बैठक के उपरांत सोमवार को इस बाबत घोषणा की.,"सोमवार जनवरी 31, 2022 07:22 PM IST",NDTV News,Hijab Controversy,,Anti Muslim,
327,छात्रा पुलिस कैडेट के हिजाब पहनने से धर्मनिरपेक्षता प्रभावित होगी: केरल सरकार,"राज्य के गृह विभाग ने अपने आदेश में कहा कि सरकार, छात्रा के ज्ञापन पर सावधानीपूर्वक गौर करने के बाद 'पूरी तरह से संतुष्ट है कि शिकायतकर्ता की मांग विचारणीय नहीं है. ","शुक्रवार जनवरी 28, 2022 03:02 AM IST",NDTV News,Hijab Controversy,,Anti Muslim,
328,हिजाब पहनना अनुशासनहीनता है' : कॉलेज में मुस्लिम छात्राओं के विरोध पर बोले कर्नाटक के मंत्री,"राज्य के शिक्षा मंत्री बीसी नागेश ने एनडीटीवी से कहा था कि यह प्रथा ""अनुशासनहीनता"" है और स्कूल और कॉलेज ""धर्म का पालन करने की जगह नहीं हैं"". उनके इस बयान के बाद से ही विरोध प्रदर्शन तेज हो गया. नागेश ने ""कुछ लोगों"" पर आरोप भी लगाया कि ये लोग 2023 के विधानसभा चुनाव से पहले इस मुद्दे का राजनीतिकरण कर रहे हैं.","गुरुवार जनवरी 20, 2022 03:40 PM IST",NDTV News,Hijab Controversy,Pro BJP,Anti Muslim,
329,कर्नाटक : हिजाब पहनकर कॉलेज आने वाली मुस्लिम छात्राओं के खिलाफ भगवा स्कार्फ में पहुंचे छात्र,बालागाडी स्थित राजकीय डिग्री कॉलेज ने कथित तौर पर शुरुआत में विद्यार्थियों को भगवा स्कार्फ पहनकर कक्षा में आने की अनुमति दे दी थी.,"बुधवार जनवरी 5, 2022 11:45 AM IST",NDTV News,Hijab Controversy,,Anti Muslim,
330,"""अमेरिका के लिए बेहतरीन फैसला"" : अफगानिस्तान से अमेरिकी सेना की वापसी का जो बाइडेन ने किया बचाव","Joe Biden ने कहा कि वो Afghanistan से अमेरिकी सेनाओं की पूरी तरह वापसी अमेरिका के राष्ट्रीय हितों के अनुकूल रही है.  यह एक सही फैसला है, बुद्धिमानी भरा फैसला है और अमेरिकी के लिए सबसे बेहतर निर्णय है. ","बुधवार सितम्बर 1, 2021 08:42 AM IST",NDTV News,Hijab Controversy,,,Not related
331,"""दूसरे आक्रमणकारियों के लिए सबक"", तालिबान ने अमेरिकी सैनिकों की वापसी के दौरान काबुल एयरपोर्ट पर दी तीखी प्रतिक्रिया","तालिबान प्रवक्ता जाबिउल्लाह मुजाहिद (Taliban spokesman Zabihullah Mujahid) ने कहा कि अफगानिस्तान को बधाई, यह जीत हम सभी के लिए है.तालिबान प्रवक्ता ने कहा कि यह जीत दूसरे हमलावरों के लिए सबक है.","मंगलवार अगस्त 31, 2021 01:50 PM IST",NDTV News,Hijab Controversy,,,Not related
332,हिजाब मामले में कर्नाटक हाईकोर्ट के अंतरिम आदेश को सुप्रीम कोर्ट में छात्र ने दी चुनौती,सुप्रीम कोर्ट में छात्र ने चुनौती दी है. कर्नाटक हाईकोर्ट ने गुरुवार को कहा था कि हम ये आदेश जारी करेंगे कि याचिका के लंबित रहने तक कोई भी धार्मिक ड्रेस ना पहने.,"शुक्रवार फ़रवरी 11, 2022 08:52 AM IST",NDTV News,Hijab Controversy,,Pro Muslim,
333,"हिजाब के पक्ष में नहीं, लेकिन लड़कियों को डराने-धमकाने की कोशिश कर रहे गुंडों के खिलाफ : जावेद अख्तर","जावेद अख्तर ने गुरुवार को कहा कि वह कभी हिजाब या बुर्का के समर्थक नहीं रहे हैं, लेकिन कर्नाटक में हिजाब पहनने वाली लड़कियों को ‘डराने’ की कोशिश करने वालों से बहुत नाराज हैं","शुक्रवार फ़रवरी 11, 2022 12:29 AM IST",NDTV News,Hijab Controversy,,Pro Muslim,
334,"हिजाब विवाद पर मद्रास हाईकोर्ट ने जताई चिंता, पूछा ....क्या जरूरी है पहले, राष्ट्र या धर्म ?",हिजाब से जुड़े विवाद को लेकर मद्रास उच्च न्यायालय ने देश में कुछ ताकतों द्वारा धार्मिक असौहार्द्र पैदा करने की बढ़ती प्रवृत्ति पर गुरुवार को गंभीर चिंता प्रकट की और हैरानगी जताते हुए कहा कि क्या सर्वोपरि है-‘राष्ट्र या धर्म.,"गुरुवार फ़रवरी 10, 2022 05:24 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
335,कर्नाटक हिजाब विवाद को लेकर पाकिस्तान ने भारतीय दूतावास प्रभारी को किया तलब,पाकिस्तान के कई मंत्रियों की ओर से कर्नाटक हिजाब विवाद को लेकर चिंता जताने के बाद विदेश मंत्रालय की ओर से यह बयान जारी किया गया. पाकिस्तान के विदेश मंत्री शाह महमूद कुरैशी ने कहा था कि मुसलमान लड़कियों को शिक्षा से वंचित करना मौलिक मानवाधिकारों का घोर उल्लंघन हैं.सूचना एवं प्रसारण मंत्री फवाद हुसैन ने कहा कि भारत में जो चल रहा है वह भयावह है.,"गुरुवार फ़रवरी 10, 2022 12:06 PM IST",NDTV News,Hijab Controversy,,Pro Muslim,
336,"कर्नाटक हिजाब मामला SC पहुंचा, याचिका दाखिल, CJI की अगुवाई वाली पीठ के समक्ष जल्द सुनवाई की मांग","वरिष्ठ वकील कपिल सिब्बल ने कहा, ' ये नौ जजों के संविधान पीठ का मामला है.सुप्रीम कोर्ट को मामले की जल्द सुनवाई करनी चाहिए.चाहे कोई आदेश जारी ना हो लेकिन जल्द सुनवाई के लिए मामले को लिस्ट करें. स्कूल, कॉलेज बंद हैं. हाईकोर्ट को भी सुनवाई करने दें.'","गुरुवार फ़रवरी 10, 2022 12:22 PM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
337,"JNU छात्राओं ने किया कर्नाटक मुस्लिम छात्राओं का समर्थन, कहा- हिजाब छोड़ने के लिए मजबूर करना संविधान का उल्लंघन",दिल्ली जवाहरलाल नेहरू विश्वविद्यालय (जेएनयू) की करीब 200 छात्राओं ने कर्नाटक में हिजाब पहनने के मामले को लेकर मुस्लिम छात्राओं को अपना ‘‘अडिग और बिना शर्त समर्थन’’ दिया है. जेएनयू की छात्राओं का कहना है कि महिलाओं को हिजाब पहनने से रोकना राज्य और उसकी संस्थाओं की “पितृसत्तात्मक और इस्लामोफोबिक (इस्लाम से डर) प्रवृत्ति” को दर्शाता है.,"गुरुवार फ़रवरी 10, 2022 06:32 AM IST",NDTV News,Hijab Controversy,,Pro Muslim,
338,हिजाब से पहले अपना नक़ाब उतारिये जनाब!,"साल 2012 में ईरान की महिला फुटबॉल टीम को ओलिंपिक क्वालिफ़ायर मुक़ाबले खेलने से रोक दिया गया. 2007 में ही फ़ीफ़ा ने सुरक्षा के नाम पर कान और सिर ढंकने पर रोक लगा दी थी. जबकि ईरान की लड़कियां अपने बंद समाज से निकल कर फुटबॉल खेलने की कोशिश कर रही थीं और एक हल्का सा समझौता उन्हें बड़े अवसर दे सकता था. लेकिन जोर्डन की टीम को तब विजेता घोषित कर दिया गया. लेकिन तब फीफा के फ़ैसले को बहुत सारे लोगों ने पश्चिमी दुनिया के अहंकार की तरह देखा. यह दलील दी गई कि ओलिंपिक में मूलतः पश्चिमी ढर्रे के कपड़ों की ही इजाज़त दी जा रही है. इस सांस्कृतिक युद्ध को फिलहाल छोड़ें, लेकिन इस ज़िद की वजह से ईरान की लड़कियों की आज़ादी की ओर बढ़ने की एक कोशिश कुछ पीछे रह गई.","बुधवार फ़रवरी 9, 2022 10:23 PM IST",NDTV News,Hijab Controversy,,Pro Muslim,
339,"हिजाब विवाद : मध्यप्रदेश में छात्राओं ने अनोखे तरीके से जताया विरोध, हिजाब पहनकर खेला क्रिकेट और फुटबॉल","छात्राओं ने कहा कि हिजाब हमारा हक है और इसे हमसे कोई नहीं छीन सकता. हम हिजाब पहनकर ही खेल सकते हैं, पढ़ सकते हैं और आईएएस भी बन सकते हैं. सरकार हिजाब छोड़कर कॉलेजों में पढ़ाई पर ध्यान दे.","बुधवार फ़रवरी 9, 2022 10:42 PM IST",NDTV News,Hijab Controversy,,Pro Muslim,
340,हिजाब विवाद : कर्नाटक हाईकोर्ट के चीफ जस्टिस की अगुवाई वाली तीन जजों की बेंच में सुनवाई आज,"हिजाब विवाद पर कर्नाटक हाईकोर्ट में बुधवार को भी सुनवाई हुई थी, लेकिन एकल न्यायाधीश ने इस मामले को मुख्य न्यायाधीश रितुराज अवस्थी के पास इस राय के साथ भेज दिया था कि मुख्य न्यायाधीश मामले पर गौर करने के लिए बड़ी पीठ के गठन का फैसला कर सकते हैं.","गुरुवार फ़रवरी 10, 2022 08:55 AM IST",NDTV News,Hijab Controversy,Neutral,Neutral,
