,news_title,news_details,source_name,event
767,कृषि कानून वापसी पर लालू प्रसाद यादव ने कहा ये किसान भाइयों की जीत है,केंद्र सरकार द्वारा कृषि कानून वापस लिए जाने पर राजद सुप्रीमो लालू प्रसाद यादव ने मोदी सरकार पर फिर हमला बोला है.,ZEE News,Kisaan Andolan
768,कृषि कानून वापसी पर हरीश रावत ने कहा ये किसानों की महान जीत है,तीन कृषि कानून केंद्र सरकार द्वारा वापस लेने पर कांग्रेस नेता हरीश रावत ने इसे किसानों की महान जीत बताया है,ZEE News,Kisaan Andolan
769,पंजाब के पूर्व सीएम कैप्टन अमरिंदर सिंह ने कृषि कानून वापस लेने पर पीएम को धन्यवाद कहा,कांग्रेस के कद्दावर नेता रहे और पंजाब के पूर्व सीएम कैप्टन अमरिंदर सिंह ने तीन कृषि कानून को वापस लेने का फैसला सही ठहराया.,ZEE News,Kisaan Andolan
770,कृषि कानून वापसी पर असदुद्दीन ओवैसी का बयान सुनकर दंग रह जाएंगे,कृषि कानून वापसी के बाद ओवैसी ने पीएम मोदी पर साधा निशाना. कहा ये सरकार डरती है.,ZEE News,Kisaan Andolan
771,कृषि कानून वापस लेने पर प्रियंका गांधी वाड्रा ने ये क्या कह दिया?,कृषि कानून वापसी पर कांग्रेस की प्रियंका गांधी वाड्रा ने केंद्र सरकार की नीयत पर सवाल उठाए,ZEE News,Kisaan Andolan
772,कृषि कानून वापसी पर क्या बोले अन्नदाता,देश के पीएम मोदी द्वारा कृषि कानून वापस लिए जाने पर अन्नदाताओं ने खुशी जाहिर की है.,ZEE News,Kisaan Andolan
773,कृषि कानून वापसी पर अब आया राकेश टिकैत का बड़ा बयान,केंद्र सरकार द्वारा कृषि कानून वापसी पर किसान आंदोलन के प्रमुख नेता राकेश टिकैत ने क्यों कहा अभी आंदोलन खत्म नहीं होगा,ZEE News,Kisaan Andolan
774,कृषि कानून वापस लेने पर ये क्या बोल गए रणदीप सिंह सुरजेवाला,"केंद्र सरकार द्वारा कृषि कानून वापस ले लिए गए हैं, जिसके बाद कांग्रेस पार्टी सरकार और भारतीय जनता पार्टी पर जमकर निशाना साध रही है. कांग्रेस प्रवक्ता रणदीप सिंह सुरजेवाला ने मोदी सरकार पर जमकर हमला बोला.",ZEE News,Kisaan Andolan
775,कृषि कानून वापस लेने पर सीएम योगी की बड़ी बात,"केंद्र सरकार द्वारा कृषि कानून वापसी पर यूपी के सीएम योगी आदित्यनाथ ने कहा की बीजेपी सभी की आवाज को जगह देती है, सुनती है और जनहित के लिए हमेशा प्रयासरत रहती है",ZEE News,Kisaan Andolan
776,कृषि कानून वापस लिए जाने पर कांग्रेस ने क्यों किए ये सवाल,"कृषि कानून वापस लिए जाने पर जहां देश भर के किसान खुशी मना रहे हैं वहीं कांग्रेस पार्टी और राजस्थान के सीएम गहलोत भी सवाल पूछ रहे हैं, कानून वापसी कांग्रेस के 5 सवाल",ZEE News,Kisaan Andolan
777,कृषि कानून वापस लेने पर पश्चिम बंगाल की सीएम ममता बनर्जी ने क्या कहा ?,"मोदी सरकार द्वारा कृषि कानून वापस लेने पर पश्चिम बंगाल की सीएम ममता बनर्जी ने कहा कि ये किसानों की जीत है, किसान घबराएं नहीं.",ZEE News,Kisaan Andolan
778,किसानों के हित के लिए कृषि कानून लाए गए थे - प्रधान मंत्री  नरेंद्र मोदी,"प्रधामंत्री नरेंद्र मोदी ने देश को संबोधित करते हुए कहा, 'कृषि अर्थशास्त्रियों ने, वैज्ञानिकों ने, प्रगतिशील किसानों ने भी उन्हें कृषि कानूनों के महत्व को समझाने का भरपूर प्रयास किया. आज मैं आपको, पूरे देश को, ये बताने आया हूं कि हमने तीनों कृषि कानूनों को वापस लेने का निर्णय लिया है.",ZEE News,Kisaan Andolan
779,तीनों नए कृषि कानून वापस लेने का प्रधान मंत्री  नरेंद्र मोदी ने किया ऐलान,"प्रधानमंत्री नरेंद्र मोदी के सबसे बड़ा ऐलान, तीनों नए कृषि कानून वापस लिए गए। प्रधान मंत्री मोदी ने आंदोलनकारी किसानों से अनुरोध किया है की वह घर लौट जाएं।",ZEE News,Kisaan Andolan
780,मोदी के कानून वापसी के मास्टरस्ट्रोक ने उलट-पुलट दिए यूपी में विपक्षियों के समीकरण,कानून वापसी के बेहद बड़े फैसल से साफ है कि बीजेपी ने इस मामले के चलते यूपी की सत्ता किसी भी सूरत में हाथ से जाने नहीं देना चाहती है.,ZEE News,Kisaan Andolan
781,"वापस होंगे कृषि कानून, एक्सपर्ट से समझिए क्या है कानून को निरस्त करने की प्रक्रिया",राष्ट्र के नाम अपने संबोधन की शुरूआत प्रधानमंत्री नरेंद्र मोदी ने प्रकाश पर्व की शुभकामनाओं के साथ की और एक ऐसी घोषणा की जिसकी उम्मीद शायद ही किसी ने की हो.,ZEE News,Kisaan Andolan
782,"प्रधान मंत्री मोदी के कृषि कानूनों को वापस लेने के फैसले पर कांग्रेस ने कसा तंज, देखिए क्या कहा",गुरु नानक जयंती के मौके पर पीएम मोदी ने किसानों के हक में बड़ा फैसला लिया. ये इन कानूनों का विरोध कर रहे करीब 15 महीने से आंदोलन पर बैठे किसानों के लिए राहत की खबर है.,ZEE News,Kisaan Andolan
783,"बड़ी खबर: प्रधान मंत्री मोदी ने किया बड़ा ऐलान, तीनों कृषि कानून होंगे वापस",प्रधान मंत्री मोदी ने देश के नाम संबोधन दिया. इस दौरान पीएम मोदी ने देव दीपावली और प्रकश पर्व की दी बधाई. उन्होंने कहा ये भी बहुत सुखद है कि डेढ़ साल के अंतराल के बाद करतारपुर साबिह कॉरिडोर अब फिर से खुल गया है. इसी के साथ उन्होंने एक बड़ा ऐलान किया.,ZEE News,Kisaan Andolan
784,"ग्लोबल जाट समिट में मेघालय के राज्यपाल का बड़ा बयान, किसानों को उनकी एमएसपी दे दीजिए",ग्लोबल जाट समिट का मुख्य उदेश्य समाज को शिक्षा से जोड़ते हुए आगे बढ़ाने और कुरीतियों को समाप्त करना का रहा.,ZEE News,Kisaan Andolan
785,"26 नवंबर तक कृषि कानूनों को करो रद्द, नहीं तो किलेबंदी के साथ आंदोलन होगा तेज: टिकैत",आने वाले 26 नवंबर को किसान आंदोलन को शुरू हुए एक साल हो जाएगा. किसान नेता राकेश टिकैत ने ट्वीट करके कहा कि सरकार के पास 26 नवंबर तक का समय है. अगर इस दौरान उनकी मांग पूरी नहीं हुई तो किसान पक्की किलेबंदी के साथ दिल्ली के बॉर्डर पर आंदोलन करेंगे.,ZEE News,Kisaan Andolan
786,"दिल्ली से मेरठ जाने के लिए रास्ते खुले,पुलिस ने हटाई गाजीपुर बॉर्डर पर लगी बैरिकेडिग",सुप्रीम कोर्ट के आदेश के बाद दिल्ली मेरठ एक्सप्रेस-वे पर किसान आंदोलन के चलते 11 महीने से बंद दिल्ली से मेरठ वाली लाइन और एनएच-9 की लेन को दिल्ली पुलिस ने खोल दिया है.,ZEE News,Kisaan Andolan
787,"सिंघु बॉर्डर पर फिर निहंगों की बर्बरता, मामूली विवाद में युवक का पैर तोड़ा","सिंघु बॉर्डर पर निहंगों का कहर जारी है. गुरुवार को एक निहंग सिख ने एक युवक को पीट-पीटकर उसकी टांग तोड़ दी. इस हमले में युवक को गंभीर चोटें आई है. इस वीडियो के जरिए जानिए पूरा मामला, आखिर लखबीर हत्याकांड के बाद फिर बवाल क्यों?",ZEE News,Kisaan Andolan
788,"राकेश टिकैत ने रास्ता खोलने को लेकर दिया बड़ा बयान, SC की सख्ती के बाद ढीले पड़े तेवर",किसानों ने गाजीपुर बार्डर नेशनल हाईवे 24 पर सर्विस लेन को खोल दिया है. मुर्गा मंडी की तरफ जाने वाली सर्विस लेन को खोला है. नेशनल हाईवे 24 के दिल्ली गाजीपुर मुर्गा मंडी की तरफ जाने वाली सर्विस लेन को आंदोलनजीवियों ने राकेश टिकैत की मौजूदगी में खोला. मामला सुप्रीम कोर्ट में जाने के बाद फैसला लिया. बता दें कि किसानों ने गाजीपुर बॉर्डर पर सबसे पहले यही रास्ता जाम किया था. सुप्रीम कोर्ट की फटकार के बाद अब वो रास्ते पर आने लगे हैं. वहीं सर्विस लेन खोले जाने को लेकर किसानों ने सफाई पेश की है. BKU ने रास्ता खाली करने को आधारहीन बताया. भारतीय किसान यूनियन ने कहा कि अफवाह फैलाई गई.,ZEE News,Kisaan Andolan
789,"लखीमपुर हिंसा: SIT ने जारी की संदिग्धों की तस्वीरें, सूचना देने वाले को मिलेगा इनाम","तीन अक्‍टूबर को हुई इस हिंसा में 4 किसानों समेत 8 लोगों की मौत हो गई थी. चार किसानों के अलावा अन्य मृतकों में दो भाजपा कार्यकर्ता, एक ड्राइवर और एक पत्रकार भी शामिल हैं.",ZEE News,Kisaan Andolan
790,"पटरी से उतरा राकेश टिकैत का बंद वाला 'प्लान', किसान आंदोलन के नाम पर उपद्रव","सड़क जाम, चक्का जाम, हाइवे पर हुड़दंग, ट्रैक्टर तांडव, किसानों के नाम पर सियासी नौटंकी... 10 महीने से उपद्रव देख-देखकर देश की जनता तंग आ चुकी है. हर कोई जानना चाहता है कि ये रोज-रोज की नौटंकी कब तक चलेगी. कब तक लोग यूं ही जाम से जूझते रहेंगे, कब तक सड़कें बंद होने से मुश्किलें झेलते रहेंगे, बॉर्डर पर बैठा अय्याश गैंग महिलाओं-बेटियों से छेड़खानी करता है. अराजकता का खुला खेल खेलता है. सिंघु बॉर्डर पर जिस तरह से युवक की निर्मम हत्या की गई. जिस तरह बॉर्डर पर देश विरोधी तत्वों का जमावड़ा है, उससे इलाके के लोग दहशत में है और बॉर्डर खुलवाने की गुहार लगा रहे हैं.",ZEE News,Kisaan Andolan
791,"किसानों ने रेलवे स्टेशन के बाहर किया केंद्र सरकार का विरोध, जमकर की नारेबाजी",सीकर में मोर्चे के कार्यकर्ताओं ने रेलवे स्टेशन के बाहर बैठकर केंद्र सरकार के खिलाफ जमकर नारेबाजी की.,ZEE News,Kisaan Andolan
792,26 अक्टूबर को लखनऊ में किसानों की होगी महापंचायत होगी,किसानों ने आज 6 घंटे तक ‘रेल रोको’ आंदोलन का ऐलान किया है. संयुक्त किसान मोर्चे के आह्वान पर हिसार एरिया में भी ट्रैक पर किसानों ने पड़ाव डाला हुआ है. हिसार में किसानों ने 5 जगहों पर प्रदर्शन के स्पोट बनाएं हैं.,ZEE News,Kisaan Andolan
793,27 अक्टूबर को होगा सिंघु बॉर्डर से निहंगों के वापस लौटने का फैसला,सिंघु बॉर्डर पर बीते दिनों युवक की हत्या के बाद किसान आंदोलन से निहंगों को हटाने की मांग तेज होती जा रही है. बढ़ती मांग को देखते हुए निहंग जत्थेबंदियों ने 27 अक्टूबर को सिंघु बॉर्डर पर ही धार्मिक एकत्रता बुला ली है,ZEE News,Kisaan Andolan
794,"सिंघु बॉर्डर केस के आरोपी का खालिस्तानी कनेक्शन, नारायण सिंह का वीडियो आया सामने","एक साल से दिल्ली के अलग अलग बॉर्डर पर अवैध तरीके से जमे किसानों के तंबुओं में क्या क्या हो रहा है. इन तंबुओं में वेश्यावृत्ति, शराब, गैंगरेप, मर्डर, ड्रग्स और खालिस्तानी कनेक्शन की खबरें आम हो चुकी हैं. दलित युवक की बेरहमी से हत्या ने एक बार फिर आंदोलन के तौर तरीके और सलीके पर यक्ष प्रश्न खड़े कर दिए हैं. हत्याकांड के एक आरोप नारायण की कल गिरफ्तारी हुई थी. इस नारायण का एक वीडियो ज़ी मीडिया को मिला है. वीडियो उस वक्त का है जब नारायण इस आंदोलन में बढ़चढ़ का हिस्सा लेता था. नारायण इस मंच से खुलेआम खालिस्तान का समर्थन कर रहा है और भिंडरावाले का विरोध करने वालों को धमका रहा है.",ZEE News,Kisaan Andolan
795,"मनोहर लाल ने शाह को दी किसान आंदोलन की जानकारी, बॉर्डर जल्द खुलने की उम्मीद",हरियाणा के मुख्यमंत्री मनोहर लाल ने आज नई दिल्ली में केंद्रीय गृह मंत्री अमित शाह से मुलाकात की. मनोहर लाल ने बताया कि केंद्रीय गृहमंत्री के साथ सिंघु व टीकरी बॉर्डर को खुलवाने पर भी चर्चा हुई.,ZEE News,Kisaan Andolan
796,किसानों की बात रखना पार्टी का विरोध नहीं : चौधरी बिरेंदर सिंह,हरियाणा के मुख्यमंत्री मनोहर लाल द्वारा अपना बयान वापस लेने पर चौधरी बिरेंदर सिंह ने कहा कि ये तो अच्छा है. कभी-कभी किसी के प्रभाव में आकर जुबान फिसल जाती है.,ZEE News,Kisaan Andolan
797,लखीमपुर खीरी हिंसा: कोर्ट ने कहा ऐसी घटनाएं होने पर नहीं लेता कोई जिम्मेदारी,अटार्नी जनरल के के वेणुगोपाल ने न्यायमूर्ति ए एम खानविलकर और न्यायमूर्ति सी टी रविकुमार की पीठ से कहा कि तीन नए कृषि कानूनों की वैधता को अदालत में चुनौती दी जा चुकी है ऐसी स्थिति में इस तरह के प्रदर्शनों पर रोक लगनी चाहिए.,ZEE News,Kisaan Andolan
798,मृतक किसानों के परिजनों से मिलने यूपी जाएंगे छत्तीसगढ़ के CM भूपेश बघेल,जानकारी के मुताबिक यूपी के डिप्टी सीएम केशव प्रसाद मौर्य रविवार को लखीमपुर खीरी में केंद्रीय गृह राज्यमंत्री अजय मिश्र टेनी के गांव बनवीरपुर जा रहे थे. उन्हें रिसीव करने के लिए अजय मिश्रा के बेटे आशीष मिश्रा काफिले के साथ घर से निकले थे.,ZEE News,Kisaan Andolan
799,"वीडियो: लखीमपुर खीरी में किसानों का हिंसक प्रदर्शन, केंद्रीय मंत्री के बेटे पर जानलेवा हमला","उप मुख्यमंत्री केशव मौर्या को रिसीव करने जाते समय केंद्रीय राज्यमंत्री के बेटे आशीष मिश्रा की गाड़ी का रास्ता रोककर किसान विरोध करने लगे. खुद को किसानों से घिरा देख केंद्रीय मंत्री के बेटे ने गाड़ी भगाने का प्रयास किया. आंदोलन कर रहे किसान उनकी गाड़ी के आगे आ गए. टक्कर लगने से 2 किसानों की मौत हो गई, वहीं, 8 घायल बताए जा रहे हैं. इससे नाराज किसानों ने मंत्री के बेटे की दो गाड़ियों में आग लगा दी.",ZEE News,Kisaan Andolan
800,किसान आंदोलन पर सुप्रीम कोर्ट ने उठाए गंभीर सवाल,राजधानी दिल्ली में जंतर मंतर पर धरना करने की इजाजत के मामले में सुप्रीम कोर्ट ने किसान महापंचायत को फटकार लगाई है. सुप्रीम कोर्ट ने कहा कि आपके पास अधिकार है तो लोगों के पास भी अधिकार है. सुप्रीम कोर्ट की जगह आप हाई कोर्ट भी जा सकते थे. आप शहर के अंदर घुसकर प्रदर्शन करना चाहते हैं.,ZEE News,Kisaan Andolan
801,"SC ने किसान समूह से कहा,'पूरे शहर का गला घोंट दिया, अब अंदर विरोध करना चाहते हैं'",अदालत ने कहा कि नागरिकों के पास भी आजादी से और बिना किसी डर के घूमने के बराबर हक हैं. उनकी जायदादों को नुकसान पहुंचाया जा रहा है.,ZEE News,Kisaan Andolan
802,"विरोध के तरीके हजार, फिर क्यों बंद सड़कें और बाजार?","तीन कृषि कानूनों के विरोध में किसान संगठनों द्वारा सोमवार सुबह 6 बजे से शाम 4 बजे तक भारत बंद बुलाया गया. इस दौरान गुरुग्राम-दिल्ली बॉर्डर पर लोगों को भारी ट्रैफिक जाम का सामना करना पड़ा, वहीं कई ट्रेनें भी प्रभावित हुई. आम जनता को परेशान करने वाले भारत बंद की जगह किसान और किन-किन तरीकों से अपना विरोध जता सकते थे, जानने के लिए देखिए वीडियो.",ZEE News,Kisaan Andolan
803,सुबह 6 बजे से शाम 4 बजे तक रहा किसानों का 'भारत बंद',कृषि कानूनों के खिलाफ किसानों ने देशभर में सुबह 6 बजे से शाम 4 बजे तक भारत बंद बुलाया. इस दौरान विरोध प्रदर्शन हुए और सरकार से तीनों कानूनों को वापस लेने की मांग की गई.,ZEE News,Kisaan Andolan
804,"कृषि कानूनों के खिलाफ किसानों का भारत बंद खत्म, जानिए कैसा रहा प्रदर्शन का असर",तीन कृषि कानूनों के विरोध में किसान संगठनों द्वारा सोमवार सुबह 6 बजे से शाम 4 बजे तक भारत बंद बुलाया गया. किसानों के प्रदर्शन का देशभर में मिला जुला असर देखने को मिला.,ZEE News,Kisaan Andolan
805,"CG में नहीं दिखा भारत बंद का असर, कांग्रेस के सड़क पर न उतरने पर भाजपा ने ली चुटकी",छत्तीसगढ़ की राजधानी रायपुर में संयुक्त किसान मोर्चा का भारत बंद फीका रहा है. राजधानी समेत आसपास जिलों में भारत बंद का असर नहीं दिखा. सड़कों पर आवागमन सुचारू रूप से चालू था. बाजार की दुकानें भी खुली हुईं थीं.,ZEE News,Kisaan Andolan
806,पूरे भारत में किसानों की तरफ से आज भारत बंद का आह्वान,"पूरे भारत में किसानों की तरफ से आज बंद का ऐलान किया गया है. देश में कहीं हाईवे बंद है तो कहीं स्टेट हाईवे, कहीं बाजार तो कहीं रेलवे ट्रैक भी किसानों की तरफ से जाम किया गया है.",ZEE News,Kisaan Andolan
807,"किसानों का कंधा, विपक्ष की बंदूक! जानें किसान आंदोलन के नाम पर 'भारत बंद' के मायने",कुछ किसान नेताओं ने आर-पार की लड़ाई की चेतावनी दी है. वहीं कुछ ने कहा कि मांगे नहीं मानी तो प्रधानमंत्री आवास के बाहर टेंट लगा दिया जाएगा. किसान नेताओं के आयोजन की वजह से दिल्ली-एनसीआर के लाखों लोगों को परेशानी का सामना करना पड़ा.,ZEE News,Kisaan Andolan
808,कृषि कानूनों के खिलाफ अकाली दल का प्रदर्शन,अकाली दल केंद्र के तीन कृषि कानूनों का एक साल पूरा होने पर इनके खिलाफ देश की राजधानी दिल्‍ली में आज विरोध प्रदर्शन किया जा रहा है और मार्च निकाला जा रहा है. इसके मद्देनजर दो मेट्रो स्‍टेशनों के गेट बंद कर दिए गए हैं.,ZEE News,Kisaan Andolan
809,"सिंघु बॉर्डर पर रास्ता खुलवाने के लिए हाई पावर कमेटी का गठन, एसकेएम से करेगी बात",गृहमंत्री अनिल विज ने बताया कि कमेटी संयुक्त किसान मोर्चा से बात कर बॉर्डर पर रास्ता खुलवाने का प्रयास करेगी. सुप्रीम कोर्ट के आदेश के अनुसार दिल्ली आने-जाने वाले लोगों की सहूलियत के लिए संवाद कर हल निकाला जाएगा.,ZEE News,Kisaan Andolan
810,धनखड़ ने नशे की प्रवृत्ति पर जताई चिंता तो टिकैत बोले-शराब की दुकानें बंद करा दो,हरियाणा में किसान आंदोलन को लेकर आजकल भाजपा के नेता अपने बयानों को लेकर चर्चा और विवादों में चल रहे हैं. इस बीच हरियाणा बीजेपी अध्यक्ष ओपी धनखड़ ने एक बड़ा बयान दिया है.,ZEE News,Kisaan Andolan
811,"बेरोजगारों से जुड़े मसलों पर विपक्ष का हल्ला बोल , सदन में विपक्ष ने बेरोजगारी पर सरकार को घेरा","मंगलवार को राजस्थान विधानसभा में विपक्ष ने बेरोजगारों को भत्ते, बेरोजगारी और प्रतियोगी परीक्षाओं में धांधली जैसे मुद्दों को लेकर सरकार को घेरा",ZEE News,Kisaan Andolan
812,"बिहार : के सी त्यागी ने उठाया किसानों का मुद्दा, बोले- किसानों में बढ़ रहा असंतोष",जनता दल यूनाइटेड के प्रधान महासचिव केसी त्यागी ने किसानों का मुद्दा उठाते हुए कहा कि किसानों में असंतोष बढ़ रहा है. किसानों का असंतोष देश व्यापी हो गया है...किसान कर्ज में हैं. उनकी आत्महत्याओं के मामले बढ़ रहे हैं. उन्होंने कहा कि सरकार को किसानों से बात करनी चाहिए साथ ही केसी त्यागी ने किसान यूनियन को भी बात करने की सलाह दी है.,ZEE News,Kisaan Andolan
813,"अमरिंदर के इस बयान पर पंजाब और हरियाणा में बढ़ी तनातनी, अनिल विज ने जताई नाराजगी",किसान आंदोलन को लेकर पंजाब और हरियाणा में तनातनी बढ़ गई है. हरियाणा के गृहमंत्री अनिल विज ने किसान आंदोलन को लेकर  पंजाब के मुख्‍यमंत्री कैप्‍टन अमरिंदर सिंह के बयान पर कड़ी आपत्ति जताई है.,ZEE News,Kisaan Andolan
814,"अधिकारी किसानों के साथ लगातार बातचीत, जायज मांग होंगी पूरी",हरियाणा के गृह मंत्री अनिल विज ने कहा है कि किसान करनाल में आंदोलन कर रहे हैं.,ZEE News,Kisaan Andolan
815,आज किसानों की करनाल में महापंचायत,केंद्र सरकार के कृषि कानूनों का विरोध कर रहे किसान नेताओं ने करनाल जिले में महापंचायत बुलाई है. रविवार को उत्तर प्रदेश के मुजफ्फरनगर जिले में महापंचायत का आयोजन किया गया था।,ZEE News,Kisaan Andolan
816,"बीजेपी सांसद वरुण गांधी ने किसानों को दिया समर्थन, इस ट्वीट से शुरू हुआ घमासान","यूपी के मुजफ्फरनगर में रविवार को किसानों की महापंचायत हुई. इसमें 300 से ज्यादा किसान संगठनों के जुटने का दावा किया गया. पंचायत में हरियाणा, पंजाब, राजस्थान समेत देश के कई हिस्सों से किसान पहुंचे.",ZEE News,Kisaan Andolan
817,"किसानों की महापंचायत में प्रधान मंत्री मोदी के खिलाफ नारेबाजी, बीजेपी बोली-भटक गया आंदोलन",यूपी के मुजफ्फरनगर में किसानों की महापंचायत हो रही है. GIC ग्राउंड पर हुए आयोजन को लेकर दावा किया गया है कि आयोजन में 300 से ज्यादा किसान संगठन शामिल हैं. वहीं संयुक्त किसान मोर्चा (एसकेएम) का दावा है कि ये अब तक की सबसे बड़ी पंचायत है.,ZEE News,Kisaan Andolan
818,राकेश टिकैत ने मोदी सरकार पर साधा निशाना,भारतीय किसान यूनियन के राष्ट्रीय अध्यक्ष राकेश टिकैत अपने शिमला दौरे के दौरान सोलन सब्जी मंडी में आढ़तियों ओर किसानों से मिले इस दौरान उन्होंने किसानों को संबोधित भी  किया.,ZEE News,Kisaan Andolan
819,"6 जिलों को मिली सात परियोजनाओं की सौगात, किसानों को करोड़ों का फायदा",HPLPC की बैठक के बाद सीएम मनोहर लाल ने बताया कि बैठक में 172 करोड़ रुपये की लागत से 7 प्रोजेक्ट्स के लिए 311 एकड़ जमीन खरीदने का फैसला हुआ है. उन्होंने कहा कि औसतन 40 लाख से एक करोड़ 15 लाख रुपये प्रति एकड़ के हिसाब से जमीन खरीदी गई है.,ZEE News,Kisaan Andolan
820,किसान आंदोलन के दौरान मारे गए किसानों के वारिसों को पंजाब सरकार देगी सरकारी नौकरी,चंडीगढ़ः सरकार के किसान नीतियों और कानूनों के खिलाफ पिछले 9 माह से हरियाणा और पंजाब के किसान दिल्ली के बाहर बाॅर्डर पर धरने पर बैठे हुए हैं. धरने पर बैठे किसानों में से अब तक सौ से ज्यादा किसानों की मौत हो चुकी है.,ZEE News,Kisaan Andolan
821,"किसान आंदोलन पर सुप्रीम कोर्ट सख्त, सड़क खुलवाने के लिए दिया ये 'निर्देश'","किसान आंदोलन को लेकर सुप्रीम कोर्ट ने कहा कि हमने राज्य द्वारा दाखिल शपथ पत्र देखा है, आप समाधान क्यों नहीं  सकते, उनके पास विरोध करने का अधिकार है लेकिन ट्रैफिक को बाधित नहीं किया जा सकता.",ZEE News,Kisaan Andolan
822,"‘छोटा किसान बने देश की शान’,पीएम मोदी ने एमएसपी पर दिया ये भरोसा","प्रधानमंत्री नरेंद्र मोदी ने स्वतंत्रता दिवस के मौके पर किसानों को लेकर कहा कि 'छोटा किसान बने देश की शान, इस लक्ष्य के साथ देश आगे बढ़ेगा.'",ZEE News,Kisaan Andolan
823,"झुंझुनूं में किसान आंदोलन की दो फाड़, किसान संयुक्त संघर्ष समिति ने दिया बड़ा बयान",झुंझुनूं कलेक्ट्रेट पर किसान नेता कै. मोहनलाल के नेतृत्व में पिछले करीब 250 दिनों से धरना चल रहा है.,ZEE News,Kisaan Andolan
824,किसान आंदोलन के चलते स्थानीय लोग पलायन को मजबूर,"सरकार हमें लावारिस छोड़ चुकी है, इसलिए अब हमें पलायन करना पड़ रहा है.' ऐसा कहना है किसान आंदोलन से परेशान लोगों का.. जो अपना घर, दुकान सबकुछ बेचने के लिए हैं.",ZEE News,Kisaan Andolan
825,"जंतर मंतर पर किसानों के धरने में शामिल होंगी विपक्षी पार्टियां, बैठक में फैसला","शुक्रवार की बैठक में राहुल गांधी भी शामिल हुए, जो प्रमुख मुद्दों पर विपक्षी एकता की वकालत करते रहे हैं.  ",ZEE News,Kisaan Andolan
826,"राकेश टिकैत ने दी लखनऊ वाली धमकी, तो भाजपा ने इस कार्टून से चिढ़ाया",भारतीय किसान यूनियन के नेता राकेश टिकैत ने दिल्ली के बाद लखनऊ का बॉर्डर सील करने की धमकी दी थी. गुरुवार को बीजेपी ने पलटवार किया. एक कार्टून के जरिये बीजेपी ने कहा कि ये दिल्ली नहीं है. यहां योगी बक्कल तार देते हैं.,ZEE News,Kisaan Andolan
827,"दिल्ली बॉर्डर पर सजती है अय्याशी की महफिल, धरने के लिए मिलते हैं 300 रुपए",ज़ी हिन्दुस्तान के स्टिंग ऑपरेशन में बड़ा खुलासा दिल्ली बॉर्डर पर अय्याशी की महफिल सजती है. ज़ी हिन्दुस्तान के कैमरे में बड़ा सच कैद हुआ. धरने के लिए 300 रुपए मिलते हैं.,ZEE News,Kisaan Andolan
828,"
कृषि कानून के खिलाफ किसान संसद में शामिल हुई महिलाएं, किसान आंदोलन को हुए 8 महीने","कृषि कानूनों के खिलाफ किसानों के विरोध को आठ महीने पूरे चुके हैं, जिसके बाद महिला किसान सोमवार को दिल्ली के जंतर मंतर पर चल रही 'किसान संसद' का हिस्सा बनने पहुंची। एसकेएम ने रविवार को कहा, ""महिला किसान संसद भारतीय कृषि में महिलाओं की महत्वपूर्ण भूमिका और चल रहे आंदोलन में भी उनकी महत्वपूर्ण भूमिका को दर्शाएगी।""",ZEE News,Kisaan Andolan
