news_title,news_details,news_date,source_name,event,Political Bias,Social Bias,Comment
"किसानों की वापसी पर कमलनाथ ने कही बड़ी बात, बीजेपी पर बोले- जिद छोड़ देते तो..",कमलनाथ ने आगे लिखा कि बस इस बात का अफ़सोस हमेशा रहेगा कि किसानो के हित में सरकार यह फ़ैसला शुरू में ही ले लेती.,"Dec 10,2021, 13:28 PM IST",ZEE News,Kisaan Andolan,Anti BJP,Pro Kisan,
"किसान आंदोलन खत्म होने पर कमलनाथ का तंज,कहा 'अन्न्दाता ने अहंकारी सरकार को झुका दिया","संयुक्त किसान मोर्चा ने गुरुवार को किसान आंदोलन खत्म करने की घोषणा कर दी है. जहां एक तरफ प्रदर्शनकारी किसान अपना सामान बांधकर अपने घर लौटने को तैयार हैं, वहीं दूसरी तरफ विपक्ष ने भाजपा पर तंज कसना शुरू कर दिया है.","Dec 10,2021, 13:21 PM IST",ZEE News,Kisaan Andolan,Anti BJP,Neutral,
कानून वापसी.. आंदोलन वापसी कब? मोदी के मास्टरस्ट्रोक से सदमे में विपक्ष,"19 नवंबर को पीएम मोदी ने ऐलान किया कि हम तीन कृषि कानून रद्द कर देंगे..और आज 29 नवंबर को मोदी सरकार ने सदन में तीनों कृषि कानूनों को रद्द करके, टिकैत, बकैत और लठैतों की बोलती बंद कर दी है. खासतौर से विपक्ष के नेता, मोदी के मास्टर-स्ट्रोक से हक्के-बक्के रह गए. राहुल गांधी ने कृषि कानूनों को लेकर सरकार पर बड़ा हमला बोला है और कहा है कि सरकार को चर्चा से डर लगता है. इसलिए दोनों सदनों में इन क़ानूनों को बिना चर्चा के ही वापस ले लिया गया.","Nov 29,2021, 21:36 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"कृषि कानून रद्द होने पर रोए ओवैसी, मुस्लिमों को भड़काने में जुटे भाईजान",यूपी में में अपनी पतंग उड़ाने में जुटे भड़काऊ भाईजान के सीने पर कृषि कानून की वापसी के बाद सांप लोटने लगा. उनकी जुबान और तेज हो गई. अब वो वोट के लिए एक बार फिर CAA के नाम पर मुस्लिमों को भड़काने में जुटे गए हैं.,"Nov 29,2021, 21:27 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
किसान आंदोलन होगा खत्म तो राकेश टिकैत की साजिश पर फिर जाएगा पानी!,तीन कृषि कानूनों रद्द होने के बाद से ऐसा लग रहा है कि जैसे मानों टिकैत की जागीर छिन गई हो. किसान आंदोलन के नाम पर सियासी रोटियां सेंकने वाले टिकैत अब ये सोच रहे हैं कि कैसे विदेशों में किसान आंदोलन के नाम पर खुराफात की जाए.,"Nov 29,2021, 21:27 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
"वही हो रहा है जिसकी थी आशंका, लंबा खिंचेगा किसान आंदोलन; जानिए कैसे",नई दिल्ली: पीएम नरेंद्र मोदी (PM Narendra Modi) द्वारा तीनों कृषि कानूनों (Farm Laws) को वापस लेने के ऐलान के बावजूद किसान नेताओं ने अपना आंदोलन वापस लेने की बजाय इसे और तेज करने का ऐलान कर दिया है.,"Nov 24,2021, 6:54 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"अनूप जलोटा ने किसान आंदोलन को लेकर दिया बयान, कहा- विरोधी कर रहे सियासत, देश के रहिए","चार दिन पहले आजमगढ़ जिले में आईं प्रख्यात अदाकारा और पूर्व सांसद शबाना आजमी ने बयान दिया था कि किसान बिल जिस तरह से वापस हुआ, उसी प्रकार सीएए-एनआरसी भी वापस करने को लेकर भी आंदोलन होना चाहिए. इस सवाल पर अनूप जलोटा ने कहा कि सरकार ने जो भी कानून बनाया, वह वापस हो जाएंगे तो इसका लोग नाजायज फायदा उठाने लगेंगे. सरकार ने किसानों को काफी सहूलियत दी है.","Nov 23,2021, 13:16 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,Indirect Speech
"...तो क्या गाजीपुर बॉर्डर से खाली होंगे टेंट और ट्रैक्टर, पढ़ें पूरी रिपोर्ट",पीएम मोदी ने एक ओर किसानों के लिए लागू केन्द्र सरकार की योजनाओं का बखान तो किया ही साथ ही किसानों के हितों की बात करते हुए कैसे अन्नदाता के आंगन में खुशियों की फसल उगे. इसका भी रोडमैप जनता के सामने पेश किया.,"Nov 20,2021, 19:17 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"कृषि कानूनों की वापसे पर मौलाना अरशद मदनी का बड़ा बयान, CAA को लेकर कह दी बड़ी बात",जमीयत उलेमा-ए-हिंद के राष्ट्रीय अध्यक्ष मौलाना अरशद मदनी (Maulana Arshad Madani) ने भी बड़ा बयान दिया है. उन्होंने ट्वीट करते हुए सरकार के इस फैसला का स्वागत किया है.,"Nov 20,2021, 16:08 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"राहुल गांधी ने किसानों को लिखा खुला खत, पीएम मोदी के लिए लिखी ऐसी बात",Farm Law Repealed: कृषि कानूनों को वापस लेने के सरकार के फैसले के बाद कांग्रेस नेता राहुल गांधी ने किसानों के नाम एक चिठ्ठी लिखी. उन्होंने कहा कि अन्नदाताओं ने अपने सत्याग्रह से सरकार के अहंकार को झुका दिया है.,"Nov 20,2021, 7:17 AM IST",ZEE News,Kisaan Andolan,Anti BJP,Neutral,Indirect Speech
कृषि कानून वापसी पर लालू प्रसाद यादव ने कहा ये किसान भाइयों की जीत है,केंद्र सरकार द्वारा कृषि कानून वापस लिए जाने पर राजद सुप्रीमो लालू प्रसाद यादव ने मोदी सरकार पर फिर हमला बोला है.,"Nov 19,2021, 17:30 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
कृषि कानून वापस लेने पर प्रियंका गांधी वाड्रा ने ये क्या कह दिया?,कृषि कानून वापसी पर कांग्रेस की प्रियंका गांधी वाड्रा ने केंद्र सरकार की नीयत पर सवाल उठाए,"Nov 19,2021, 15:35 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
कृषि कानून वापस लेने पर ये क्या बोल गए रणदीप सिंह सुरजेवाला,"केंद्र सरकार द्वारा कृषि कानून वापस ले लिए गए हैं, जिसके बाद कांग्रेस पार्टी सरकार और भारतीय जनता पार्टी पर जमकर निशाना साध रही है. कांग्रेस प्रवक्ता रणदीप सिंह सुरजेवाला ने मोदी सरकार पर जमकर हमला बोला.","Nov 19,2021, 15:25 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
कृषि कानून वापस लेने पर सीएम योगी की बड़ी बात,"केंद्र सरकार द्वारा कृषि कानून वापसी पर यूपी के सीएम योगी आदित्यनाथ ने कहा की बीजेपी सभी की आवाज को जगह देती है, सुनती है और जनहित के लिए हमेशा प्रयासरत रहती है","Nov 19,2021, 15:25 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,Indirect Speech
किसानों के हित के लिए कृषि कानून लाए गए थे - PM Narendra Modi,"प्रधामंत्री नरेंद्र मोदी ने देश को संबोधित करते हुए कहा, 'कृषि अर्थशास्त्रियों ने, वैज्ञानिकों ने, प्रगतिशील किसानों ने भी उन्हें कृषि कानूनों के महत्व को समझाने का भरपूर प्रयास किया. आज मैं आपको, पूरे देश को, ये बताने आया हूं कि हमने तीनों कृषि कानूनों को वापस लेने का निर्णय लिया है.","Nov 19,2021, 15:15 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,Indirect Speech
"PM Modi के कृषि कानूनों को वापस लेने के फैसले पर कांग्रेस ने कसा तंज, देखिए क्या कहा",गुरु नानक जयंती (Guru Nanak Jayanti) के मौके पर पीएम मोदी (PM Modi) ने किसानों के हक में बड़ा फैसला लिया. ये इन कानूनों का विरोध कर रहे करीब 15 महीने से आंदोलन पर बैठे किसानों (Kisan Andolan) के लिए राहत की खबर है.,"Nov 19,2021, 12:31 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"राकेश टिकैत ने रास्ता खोलने को लेकर दिया बड़ा बयान, SC की सख्ती के बाद ढीले पड़े तेवर",किसानों ने गाजीपुर बार्डर नेशनल हाईवे 24 पर सर्विस लेन को खोल दिया है. मुर्गा मंडी की तरफ जाने वाली सर्विस लेन को खोला है. नेशनल हाईवे 24 के दिल्ली गाजीपुर मुर्गा मंडी की तरफ जाने वाली सर्विस लेन को आंदोलनजीवियों ने राकेश टिकैत की मौजूदगी में खोला. मामला सुप्रीम कोर्ट में जाने के बाद फैसला लिया. बता दें कि किसानों ने गाजीपुर बॉर्डर पर सबसे पहले यही रास्ता जाम किया था. सुप्रीम कोर्ट की फटकार के बाद अब वो रास्ते पर आने लगे हैं. वहीं सर्विस लेन खोले जाने को लेकर किसानों ने सफाई पेश की है. BKU ने रास्ता खाली करने को आधारहीन बताया. भारतीय किसान यूनियन ने कहा कि अफवाह फैलाई गई.,"Oct 21,2021, 15:36 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
"पटरी से उतरा राकेश टिकैत का बंद वाला 'प्लान', किसान आंदोलन के नाम पर उपद्रव","सड़क जाम, चक्का जाम, हाइवे पर हुड़दंग, ट्रैक्टर तांडव, किसानों के नाम पर सियासी नौटंकी... 10 महीने से उपद्रव देख-देखकर देश की जनता तंग आ चुकी है. हर कोई जानना चाहता है कि ये रोज-रोज की नौटंकी कब तक चलेगी. कब तक लोग यूं ही जाम से जूझते रहेंगे, कब तक सड़कें बंद होने से मुश्किलें झेलते रहेंगे, बॉर्डर पर बैठा अय्याश गैंग महिलाओं-बेटियों से छेड़खानी करता है. अराजकता का खुला खेल खेलता है. सिंघु बॉर्डर पर जिस तरह से युवक की निर्मम हत्या की गई. जिस तरह बॉर्डर पर देश विरोधी तत्वों का जमावड़ा है, उससे इलाके के लोग दहशत में है और बॉर्डर खुलवाने की गुहार लगा रहे हैं.","Oct 19,2021, 11:45 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
"DNA: विरोध के तरीके हजार, फिर क्यों बंद सड़कें और बाजार?","तीन कृषि कानूनों के विरोध में किसान संगठनों द्वारा सोमवार सुबह 6 बजे से शाम 4 बजे तक भारत बंद बुलाया गया. इस दौरान गुरुग्राम-दिल्ली बॉर्डर पर लोगों को भारी ट्रैफिक जाम का सामना करना पड़ा, वहीं कई ट्रेनें भी प्रभावित हुई. आम जनता को परेशान करने वाले भारत बंद की जगह किसान और किन-किन तरीकों से अपना विरोध जता सकते थे, जानने के लिए देखिए वीडियो.","Sep 27,2021, 22:55 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"CG में नहीं दिखा भारत बंद का असर, कांग्रेस के सड़क पर न उतरने पर BJP ने ली चुटकी",छत्तीसगढ़ की राजधानी रायपुर में संयुक्त किसान मोर्चा का भारत बंद फीका रहा है. राजधानी समेत आसपास जिलों में भारत बंद का असर नहीं दिखा. सड़कों पर आवागमन सुचारू रूप से चालू था. बाजार की दुकानें भी खुली हुईं थीं.,"Sep 27,2021, 17:01 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"किसानों का कंधा, विपक्ष की बंदूक! जानें किसान आंदोलन के नाम पर 'भारत बंद' के मायने",Bharat Bandh 27 September: कुछ किसान नेताओं ने आर-पार की लड़ाई की चेतावनी दी है. वहीं कुछ ने कहा कि मांगे नहीं मानी तो प्रधानमंत्री आवास के बाहर टेंट लगा दिया जाएगा. किसान नेताओं के आयोजन की वजह से दिल्ली-एनसीआर (Delhi-NCR) के लाखों लोगों को परेशानी का सामना करना पड़ा.,"Sep 27,2021, 12:02 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"बेरोजगारों से जुड़े मसलों पर विपक्ष का हल्ला बोल , सदन में विपक्ष ने बेरोजगारी पर सरकार को घेरा","मंगलवार को राजस्थान विधानसभा में विपक्ष ने बेरोजगारों को भत्ते, बेरोजगारी और प्रतियोगी परीक्षाओं में धांधली जैसे मुद्दों को लेकर सरकार को घेरा","Sep 15,2021, 11:08 AM IST",ZEE News,Kisaan Andolan,Anti BJP,Neutral ,
"अधिकारी किसानों के साथ लगातार बातचीत, जायज मांग होंगी पूरी",हरियाणा के गृह मंत्री अनिल विज ने कहा है कि किसान करनाल में आंदोलन कर रहे हैं.,"Sep 9,2021, 15:31 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
किसान आंदोलन के चलते स्थानीय लोग पलायन को मजबूर,"सरकार हमें लावारिस छोड़ चुकी है, इसलिए अब हमें पलायन करना पड़ रहा है.' ऐसा कहना है किसान आंदोलन से परेशान लोगों का.. जो अपना घर, दुकान सबकुछ बेचने के लिए हैं.","Aug 8,2021, 23:35 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"जंतर मंतर पर किसानों के धरने में शामिल होंगी विपक्षी पार्टियां, बैठक में फैसला","शुक्रवार की बैठक में राहुल गांधी भी शामिल हुए, जो प्रमुख मुद्दों पर विपक्षी एकता की वकालत करते रहे हैं.  ","Aug 6,2021, 12:16 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"राकेश टिकैत ने दी लखनऊ वाली धमकी, तो भाजपा ने इस कार्टून से चिढ़ाया",भारतीय किसान यूनियन के नेता राकेश टिकैत ने दिल्ली के बाद लखनऊ का बॉर्डर सील करने की धमकी दी थी. गुरुवार को बीजेपी ने पलटवार किया. एक कार्टून के जरिये बीजेपी ने कहा कि ये दिल्ली नहीं है. यहां योगी बक्कल तार देते हैं.,"Jul 30,2021, 0:44 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"दिल्ली बॉर्डर पर सजती है अय्याशी की महफिल, धरने के लिए मिलते हैं 300 रुपए",ज़ी हिन्दुस्तान के स्टिंग ऑपरेशन में बड़ा खुलासा दिल्ली बॉर्डर पर अय्याशी की महफिल सजती है. ज़ी हिन्दुस्तान के कैमरे में बड़ा सच कैद हुआ. धरने के लिए 300 रुपए मिलते हैं.,"Jul 28,2021, 19:05 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
वाकई कृषि कानूनों को वापस कराना चाहते हैं किसान? आखिर क्या है असली मकसद,"Farmers Protest: दिल्ली की सीमाओं पर पिछले लगभग 8 महीनों से भारत सरकार के कृषि कानूनों का विरोध चल रहा है, लेकिन ये आंदोलन कभी हिंसा की वजह बनता है, तो कभी अपनी नकली संसद बना लेता है. इसलिए आज इस नकली संसद के नकली सांसदों से आपका परिचय कराना जरूरी है.","Jul 23,2021, 9:06 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
"Kisan Andolan: सरकार चर्चा को तैयार, तो फिर क्यों तकरार ?",आज सिंघु बॉर्डर से जंतर मंतर आ रहे है किसान। 200 किसानों को जंतर-मंतर पर किसान संसद का आयोजन करने की इजाजत दी गई है। बिना विरोध मार्च के किसान केंद्रीय कानूनों के खिलाफ जंतर मंतर पर रोजाना सुबह 11 बजे से शाम 5 बजे तक धरना दे सकते हैं। देखिए Zee News की ये रिपोर्ट।,"Jul 22,2021, 15:00 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"Kisan Andolan: बातचीत का वास्ता, क्यों आंदोलन का रास्ता ?","प्रदर्शन के लिए जंतर मंतर पहुंच चुके है किसान। किसान केंद्रीय कानूनों के खिलाफ जंतर मंतर पर रोजाना सुबह 11 बजे से शाम 5 बजे तक धरना दे सकते हैं, लेकिन किसी भी विरोध मार्च की अनुमति नहीं होगी। देखिए Zee News की ये रिपोर्ट।","Jul 22,2021, 13:15 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
अपमान से समाधान चाहते हैं किसान,"आज जंतर-मंतर पर किसानों की 'संसद' चलेगी। तीसरे दौर की मीटिंग के बाद 200 किसानों को जंतर-मंतर पर किसान संसद का आयोजन करने की इजाजत दी गई है। किसान केंद्रीय कानूनों के खिलाफ जंतर मंतर पर रोजाना सुबह 11 बजे से शाम 5 बजे तक धरना दे सकते हैं, लेकिन किसी भी विरोध मार्च की अनुमति नहीं होगी। देखिए Zee News की ये रिपोर्ट।","Jul 22,2021, 11:40 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
तीनों कृषि कानूनों पर किसानों से चर्चा के लिए हमेशा हैं तैयारः केंद्र सरकार,"कृषि मंत्री नरेंद्र सिंह तोमर ने अपने लिखित जवाब में कहा, सरकार की ओर से विरोध प्रदर्शन को समाप्त करने के लिए कई प्रयास किए गए हैं. सरकार और किसानों के बीच 11 दौर की बातचीत हुई, ताकि इन समस्याओं का समाधान निकल सके. ","Jul 21,2021, 14:21 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,
"राकेश टिकैत ने सरकार को दी 'क्रांति वाली' धमकी, खुद को बताया शांति का पुजारी","किसान नेता राकेश टिकैत ने सरकार को फिर धमकी दी है. उन्होंने कहा है कि सरकार शांति की भाषा नहीं समझती है, क्रांति करते तो कृषि कानून रद्द हो जाता. वहीं सिरसा में पुलिस और किसानों के बीच झड़प हो गई.","Jul 15,2021, 20:35 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
हरियाणा में किसानों बवाल के बीच राकेश टिकैत ने UN जाने पर दी सफाई,हरियाणा के यमुनानगर में किसानों का हंगामा और उपद्रव देखा गया. इसी बीच UN जाने पर राकेश टिकैत ने सफाई पेश की है. सवाल ये उठ रहा है कि संवाद की जगह बवाल चाह रहे हैं राकेश टिकैत?,"Jul 10,2021, 21:21 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
"Delhi: Ghazipur Border पर किसान आंदोलन के दौरान हंगामा, BJP Leader की गाड़ी पर किया गया हमला","पिछले सात महीने से दिल्ली की तमाम सीमाओं समेत यूपी गेट पर कृषि कानून के खिलाफ प्रदर्शन कर रहे किसान बीजेपी समर्थकों से भिड़ गए. बुधवार सुबह बीजेपी कार्यकर्ता यूपी गेट स्थित किसान आंदोलन स्थल के अंदर पहुंचे, जिसके बाद उनमें और किसानों के बीच मारपीट हो गई।","Jun 30,2021, 14:20 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"कृषि मंत्री नरेंद्र तोमर की किसानों से अपील, 'आंदोलन खत्म करें'",केंद्रीय कृषि मंत्री नरेंद्र सिंह तोमर ने किसानों से आंदोलन खत्म करने की अपील की है. कृषक आंदोलन के सात माह होने पर कई जगह प्रदर्शन चल रहे हैं.,"Jun 26,2021, 23:32 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"Kisan Andolan News: किसान आंदोलन के 6 महीने पूरे, किसान मनाएंगे 'Black Day', सुरक्षा बढ़ाई गई","Farmers Protest Latest News: दिल्ली में चल रहे किसान आंदोलन के 6 महीने पूरे होने के अवसर पर संयुक्त किसान मोर्चे के आह्वान पर आज देशभर में किसान 'काला दिवस' मनाएंगे और जगह-जगह धरने-प्रदर्शन करेंगे. किसानों के इस प्रोटेस्ट को देश की दर्जन भर से ज्यादा विपक्षी पार्टियों ने भी समर्थन देने का ऐलान किया है. इस प्रदर्शन को सफल बनाने के लिए बड़ी तादाद में यूपी, हरियाणा और पंजाब से किसानों के नए जत्थों के दिल्ली बॉर्डर पर पहुंचने का सिलसिला जारी है. खास बात यह है कि यह विरोध प्रदर्शन उस दिन किया जा रहा है, जब 2014 में नरेंद्र मोदी ने पहली बार प्रधानमंत्री के रूप में शपथ ली थी. ऐसे में विपक्ष के सपोर्ट को देखते हुए इसके कई राजनीतिक मायने भी निकाले जा रहे हैं.","May 26,2021, 11:22 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"Farmers protest: टिकैत का टाइम खत्म, अब टिकरी में बजेंगे लट्ठ!",दिल्ली के टिकरी बॉर्डर पर 95 दिनों से किसान आंदोलन के नाम पर दंगा ब्रिगेड ने अड्डा जमा रखा है. अब टिकरी के आसपास बसे करीब 60 गांव के लोगों ने ठान लिया है कि दंगा ब्रिगेड को हटाना है.,"Mar 1,2021, 15:38 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
किसान की नाक काटकर अपनी नाक बचाएंगे टिकैत ?,बिना नाक के टिकैत राजनीति का बहाना सूंघ कर और ज़हरीले हो चुके हैं. सियासी शातिरपने ने उन्हें 16 कलाओं में दक्ष किया है.,"Feb 24,2021, 23:56 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"राकेश टिकैत ने किसानों को भड़काया, 'अगर आंदोलन से नहीं जुड़े तो जमीन छिन जाएगी'",राजस्थान के चूरू की पंचायत में खुद को किसान नेता बताने वाले राकेश टिकैत ने एक बार फिर किसानों को भड़काया है. उन्होंने कहा कि 'अगर आंदोलन से नहीं जुड़े तो जमीने छिन जाएंगी.',"Feb 23,2021, 15:09 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
चौक चौराहा : टिकैत के इलाके से पोल-खोल,"पश्चिमी यूपी के किसानों को बीच कुलभाष्कर ओझा पहुंचे और वहां किसानों से आंदोलन पर उनकी राय जानी....ग्रेटर नोएडा के ज्यादातर किसान किसान आंदोलन को साज़िश मानते हैं और उनका कहना है कि किसानों को एसी, कूलर की जरूरत नहीं होती उन्हें गुमराह कर ,...उनको पैसे देकर टिकैत जैसे नेता अपनी राजनीतिक दुकानदारी चला रहे हैं.....किसानों का केवल इतना कहना है कि मोदी औ योगी जी को जिला स्तर पर कमेटी बनाकर किसानों को नए कानून के बारे में बताना और समझाना चाहिए...जिससे किसानों के मन में कानून को लेकर जो भ्रम है वो खत्म हो जाए....किसान फ्री-फ्री-फ्री सामान लेने के लिए नहीं हगै...वो भीख नहीं मांगता....उसको फ्री और सब्सिडी के जाल से निकालकर उसे मजबूत बनाने के लिए सरकार को काम करना चाहिए....बस ईमानदारी की उम्मीद है....क्योंकि मेहनत किसान से ज्यादा कोई नहीं करता....","Feb 22,2021, 23:18 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
शराब भी बांटनी पड़े तो बांटों लेकिन ये आंदोलन बंद नहीं होना चाहिए',Bihar News:  गिरिराज सिंह (Giriraj Singh) ने कहा कि राहुल गांधी (Rahul Gandhi) की सोच छोटी है या फिर उन्होंने सच बोलेने की आदत छोड़ दी है.,"Feb 22,2021, 18:42 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,Quote
Farmers Protest: वामपंथी ढपली के फेर में राकेश टिकैत!,2013 में रामलीला मैदान में भी वामपंथी ढपलीबाज खूब क्रांति के तराने सुनाते थे और अब राकेश टिकैत के गाजीपुर अड्डे पर भी ढपली गैंग किसानों को राग सुना रहा है जिस पर राकेश टिकैत झूम रहे हैं.,"Feb 22,2021, 16:02 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
Farmers Protest: किसान नेताओं की भड़काऊ बयानबाजी आंदोलन को किस ओर ले जाएगी?,"जब से आंदोलन की दंगी बिग्रेड पर पुलिस का शिकंजा कसा है तब से किसान नेता गुरनाम सिंह चढ़ूनी (Gurnam Singh Chaduni), नरेश टिकैत (Naresh Tikait), राकेश टिकैत (Rakesh Tikait) किसानों को भड़काने के लिए उल्टी सीधी बयानबाजी कर रहे हैं.","Feb 20,2021, 15:15 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
किसानों के लिए 'भस्मासुर' बन गए हैं राकेश टिकैत,क्या सचमुच राकेश टिकैत किसान हैं या भड़काऊ किरदार? किसानों को मोहरा बनाकर अपनी दुकान चलाने वाले राकेश टिकैत अन्नदाताओं के लिए 'भस्मासुर' बनते जा रहे हैं. जनाब को आग लगाने में बड़ा मजा आता है.,"Feb 19,2021, 19:42 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
"Govind Singh Dotasra का केंद्र सरकार पर हमला, बोले- किसानों के लिए बहरी-गूंगी हो गई",प्रदेश कांग्रेस अध्यक्ष गोविंद सिंह डोटासरा (Govind Singh Dotasra) ने कहा कि केंद्र की मोदी सरकार गूंगी-बहरी हो गई है. मोदी सरकार को न तो किसानों की पीड़ा दिखाई दे रही है.,"Feb 19,2021, 15:35 PM IST",ZEE News,Kisaan Andolan,Anti BJP,Neutral ,Indirect Speech
देश को जवाब दो: टिकैत की 'हंगामा एक्सप्रेस' कब तक?,"देश को जवाब दो: आखिर कब तक राकेश टिकैत (Rakesh Tikait ) इस तरह हंगामा करते रहेंगे, वो सरकार से बात कब करेंगे ?","Feb 18,2021, 21:54 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,Questions
देश को जवाब दो: कीलों को काटकर दिल्ली में घुसेगा किसान - किसान नेता राकेश टिकैत (Rakesh Tikait ) की सरकार को धमकी,देश को जवाब दो: कीलों को काटकर दिल्ली में घुसेगा किसान - किसान नेता राकेश टिकैत (Rakesh Tikait ) की सरकार को धमकी,"Feb 18,2021, 21:54 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,Questions
देश को जवाब दो: क्या 'ट्रैक्टर टेरर' Part-2 की तैयारी में जुटे टिकैत?,देश को जवाब दो: क्या 'ट्रैक्टर टेरर' Part-2 की तैयारी में जुटे टिकैत ? आखिर क्यों राकेश टिकैत सरकार से बात करने के बजाय धमकी दिये जा रहे है ?,"Feb 18,2021, 21:45 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,Questions
"किसान आंदोलन पर एक बार फिर बोले PM Modi, कहा- किसानों को डराया जा रहा",नरेंद्र मोदी (Narendra Modi) ने मंगलवार को वीडियो कॉन्फ्रेंसिंग के जरिए महान योद्धा राजा सुहलदेव (Maharaja Suheldev) की प्रतिमा निर्माण का शिलान्यास किया. इस मौके पर उन्होंने कहा कि नए कृषि कानूनों के नाम पर किसानों को डराया जा रहा है.,"Feb 16,2021, 12:04 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,Indirect Speech
क्या Congress किसानों (Farmers) को शराब पिलाकर भड़काना चाहती है ?,कांग्रेस (Congress) के सियासी वजूद को बचाने के लिए क्या पार्टी कार्यकर्ता इस हद तक गिर जाएंगे कि किसानों (Farmers) को आंदोलन जिंदा रखने के लिए शराब पिलाएंगे. आप भले हैरान हों..मगर हरियाणा (Haryana) में जींद की महिला कांग्रेस नेता का बयान इसे साबित कर रहा है.,"Feb 15,2021, 19:27 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral ,
Breaking News: कृषि मंत्री Narendra Singh Tomar का कृषि कानूनों पर बड़ा बयान,"किसान आंदोलन का आज 80 वां दिन है, किसान अब भी दिल्ली बॉर्डर पर डटे हुए हैं। वहीं कृषि कानूनों पर कृषि मंत्री नरेंद्र सिंह तोमर ने बड़ा बयान देते हुए कहा कि किसानों को बेस्ट ऑफर दिया गया है।","Feb 13,2021, 16:35 PM IST",ZEE News,Kisaan Andolan,Pro BJP,Neutral,Indirect Speech
"टिकैत की 13 शहरों में संपत्ति, ऑस्ट्रेलिया में रहती है बेटी; जानें कहां-कहां कारोबार","राकेश टिकैत (Rakesh Tikait) करीब 2 महीने से दिल्ली के गाजीपुर बॉर्डर पर धरना-प्रदर्शन को लीड कर रहे हैं, लेकिन इस दौरान भी उनका कारोबार फल-फूल रहा है. उनकी करोड़ों की संपत्ति और बढ़ती जा रही है.","Feb 11,2021, 9:24 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
"भारत का सबसे नया उद्योग, ऐसा होगा नौकरी का विज्ञापन; लाखों में होगी सैलरी","Farmers Protest: भारत में आज आंदोलन का उद्योग बहुत बड़ा और विशाल हो चुका है और ये बड़े ही व्यवस्थित तरीके से काम कर रहा है. आंदोलन की अपनी टूल किट है, मार्केटिंग और इवेंट कंपनियां हैं. ","Feb 11,2021, 7:53 AM IST",ZEE News,Kisaan Andolan,Pro BJP,Anti Kisan,
